C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_06_647.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_06_647.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_06_647.jpg,0,0,0,2.088166E-05
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_06_713.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_06_713.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_06_713.jpg,0,0,0,1.034961E-05
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_06_841.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_06_841.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_06_841.jpg,0,0,0,1.284133E-05
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_06_970.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_06_970.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_06_970.jpg,0,0,0,2.404476E-06
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_07_081.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_07_081.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_07_081.jpg,0,0,0,1.334344E-05
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_07_175.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_07_175.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_07_175.jpg,0,0,0,7.514346E-06
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_07_267.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_07_267.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_07_267.jpg,0,0,0,2.617673E-05
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_07_358.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_07_358.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_07_358.jpg,0,0,0,1.20739E-06
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_07_447.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_07_447.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_07_447.jpg,0,0,0,1.423089E-05
C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\center_2024_06_04_00_19_07_539.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\left_2024_06_04_00_19_07_539.jpg,C:\Users\Himanshu\Desktop\prokect\Self Driving\Data\IMG\right_2024_06_04_00_19_07_539.jpg,0,0,0,1.603402E-05
